KxIndex	ContractId	Age	Gender	Children	Profession	"Customer Type"	"Multiple cars"	"Driving Licence Years"	"Car category"	"Annual Kilometers"	Gearbox	Fuel	Claim	rr_Claim
1692	2078	31	Woman	4+	Retired	Agency	No	3	Sport	28835	Automatic	Diesel		0.28148758437492477
1693	2079	48	Man	2	"Private Sector - Employee"	Agency	Yes	21	Sport	33065	Automatic	Diesel		0.30819455353301151
1694	2080	40	Man	2	"Private Sector - Employee"	On-line	Yes	22	Estate	16120	Manual	Petrol		0.055821358716293068
1695	2081	29	Man	1	Unemployed	Agency	No	11	Sport	30360	Automatic	Diesel		0.44674003394640222
1696	2082	45	Man	4+	"Private Sector - Director"	Agency	Yes	18	Estate	18835	Automatic	Diesel		0.19048797885070534
1697	2083	49	Man	1	Retired	Agency	No	20	Estate	20247	Automatic	Diesel		0.19836098596001694
1698	2084	55	Man	0	"Public Sector - Director"	Agency	No	4	Estate	34574	Automatic	Diesel		0.21856299300702992
1699	2085	51	Woman	4+	Unemployed	Agency	No	9	Sport	24845	Manual	Petrol		0.1120597234993186
1700	2086	50	Man	2	Independant	Agency	No	8	Sport	33466	Automatic	Petrol		0.2324661425813429
1701	2087	78	Man	1	Independant	On-line	No	16	Saloon	27463	Automatic	Diesel		0.39972845242182597
1702	2088	24	Woman	2	"Public Sector - Employee"	Agency	Yes	6	Saloon	20023	Manual	Diesel		0.085290607813410024
1703	2089	21	Woman	2	Government	Agency	No	3	Estate	33327	Automatic	Diesel		0.10330700526141402
1704	2090	39	Woman	2	Independant	Agency	No	11	Saloon	35217	Automatic	Petrol		0.0014830872610070711
1705	2091	51	Woman	0	"Private Sector - Employee"	Agency	No	4	Estate	25413	Automatic	Diesel		0.091363798503114727
1706	2092	54	Woman	2	"Private Sector - Employee"	Agency	Yes	19	Saloon	22773	Automatic	Diesel		-0.021493216485973007
1707	2093	25	Woman	0	Unemployed	Agency	No	6	Saloon	15587	Automatic	Diesel		0.21299441818199227
1708	2095	48	Man	4+	"Private Sector - Director"	Agency	No	21	Saloon	28474	Automatic	Diesel		0.2287878772670513
1709	2098	55	Woman	0	"Private Sector - Employee"	Agency	No	5	Estate	22067	Automatic	Diesel		0.074618550902223343
1710	2099	43	Woman	0	Retired	Agency	No	5	Sport	35583	Manual	Diesel		0.32729495272835579
1711	2100	65	Woman	2	"Public Sector - Director"	On-line	No	11	Sport	25227	Manual	Petrol		0.035036142832991612
1712	2101	19	Woman	1	Independant	Agency	Yes	1	Estate	24111	Automatic	Diesel		0.087273491270627529
1713	2102	66	Man	4+	"Private Sector - Employee"	On-line	Yes	11	Saloon	26360	Automatic	Diesel		0.094367933952503258
1714	2103	21	Woman	2	Independant	Agency	Yes	3	Estate	33308	Automatic	Petrol		-0.0059460513683677052
1715	2104	56	Woman	4+	"Public Sector - Manager"	Agency	No	17	Estate	27005	Manual	Diesel		0.19880663839810125
1716	2106	20	Man	2	Government	Agency	No	2	Estate	32719	Automatic	Diesel		0.24220121733995509
1717	2107	73	Woman	4+	Government	Agency	No	18	Estate	25674	Automatic	Diesel		0.063672665165338205
1718	2109	19	Woman	2	Government	Agency	No	1	Estate	29086	Automatic	Petrol		0.016827963493317569
1719	2110	45	Man	4+	"Public Sector - Employee"	Agency	No	7	Saloon	24316	Automatic	Petrol		0.06928225688180456
1720	2111	47	Man	4+	"Private Sector - Manager"	On-line	No	3	Saloon	14592	Automatic	Diesel		0.1131511403308189
1721	2112	54	Man	1	Government	Agency	No	7	Sport	28095	Automatic	Diesel		0.34902636711971019
1722	2113	36	Man	4+	Independant	Agency	No	9	Sport	22642	Automatic	Diesel		0.39111314032335848
1723	2114	51	Man	1	Independant	Agency	No	16	Estate	26656	Manual	Diesel		0.2062397941724361
1724	2115	47	Man	4+	Government	Agency	No	10	Sport	21986	Automatic	Diesel		0.33517613793337891
1725	2116	56	Woman	2	"Public Sector - Employee"	Agency	No	15	Saloon	26682	Automatic	Petrol		-0.017501171839852989
1726	2117	40	Man	2	Independant	Agency	Yes	14	Saloon	26799	Automatic	Diesel		0.27068986895926705
1727	2118	54	Man	4+	Independant	On-line	No	7	Sport	43001	Manual	Diesel		0.27673606904489767
1728	2119	40	Man	4+	Independant	On-line	Yes	22	Saloon	27319	Manual	Diesel		0.28348105352422903
1729	2121	20	Woman	2	"Private Sector - Director"	On-line	Yes	2	Estate	24391	Automatic	Petrol		0.0082777562775044194
1730	2122	21	Man	2	"Private Sector - Employee"	Agency	No	3	Saloon	39596	Automatic	Diesel		0.1292488633937012
1731	2123	47	Man	2	"Private Sector - Director"	Agency	No	11	Estate	20132	Automatic	Diesel		0.16833909408426551
1732	2125	61	Woman	4+	Government	On-line	No	5	Sport	21673	Automatic	Diesel		0.17964096834375248
1733	2128	38	Woman	2	"Private Sector - Manager"	Agency	No	12	Estate	24028	Automatic	Diesel		0.13389097707538156
1734	2131	63	Man	4+	"Public Sector - Employee"	Agency	No	18	Saloon	19370	Automatic	Diesel		0.18128826471573689
1735	2134	20	Woman	3	Retired	Agency	Yes	2	Sport	36494	Manual	Diesel		0.27386347372114328
1736	2135	56	Woman	0	"Public Sector - Manager"	On-line	No	17	Saloon	29218	Manual	Diesel		0.35059450788218749
1737	2136	29	Man	4+	Unemployed	Agency	Yes	7	Saloon	33315	Automatic	Diesel		0.23905373076054487
1738	2138	67	Woman	2	Government	Agency	Yes	4	Sport	12176	Automatic	Petrol		0.045738602167057427
1739	2139	43	Man	0	Independant	Agency	No	17	Saloon	18697	Automatic	Petrol		0.20997719478589216
1740	2140	25	Woman	2	Unemployed	Agency	No	3	Saloon	42855	Automatic	Petrol		-0.04100552289560435
1741	2141	37	Man	2	Student	Agency	No	19	Sport	21982	Manual	Petrol		0.3416375937640212
1742	2142	50	Man	4+	Student	On-line	No	13	Saloon	21487	Automatic	Petrol		0.084922742852488645
1743	2143	20	Man	1	"Private Sector - Manager"	Agency	No	2	Estate	30149	Automatic	Petrol		0.15285314799656813
1744	2144	44	Man	4+	"Public Sector - Manager"	On-line	Yes	3	Estate	21726	Manual	Diesel		0.26479050970037893
1745	2146	46	Woman	2	Student	Agency	Yes	9	Saloon	29042	Automatic	Diesel		0.023744132876284518
1746	2148	36	Man	2	Independant	Agency	No	14	Saloon	20533	Automatic	Diesel		0.24648918376574613
1747	2149	31	Man	2	"Public Sector - Director"	Agency	No	12	Estate	22462	Automatic	Diesel		0.18307952021043267
1748	2150	25	Man	2	Independant	Agency	No	7	Estate	18981	Automatic	Petrol		0.10968804495436145
1749	2152	33	Woman	2	Government	Agency	No	15	Estate	32285	Manual	Diesel		0.14624887702747882
1750	2153	48	Woman	0	"Public Sector - Employee"	Agency	No	19	Sport	27887	Automatic	Petrol		0.32715038010851255
1751	2154	21	Man	0	Student	Agency	No	3	Estate	22407	Automatic	Diesel		0.37321629074817658
1752	2155	40	Man	2	Unemployed	On-line	No	10	Estate	26609	Automatic	Diesel		0.24283669707530842
1753	2156	41	Man	2	Retired	Agency	Yes	16	Saloon	21529	Automatic	Diesel		0.20779372711344446
1754	2158	45	Woman	3	"Private Sector - Employee"	Agency	Yes	5	Estate	20501	Automatic	Diesel		-0.081874708918021386
1755	2159	24	Woman	1	"Private Sector - Director"	Agency	No	6	Saloon	15159	Automatic	Petrol		-0.035757620821422142
1756	2160	38	Man	4+	"Public Sector - Director"	Agency	Yes	19	Saloon	29484	Automatic	Diesel		0.20251872174994018
1757	2161	43	Man	4+	Independant	Agency	No	3	Sport	50936	Automatic	Diesel		0.2134503725095972
1758	2162	67	Man	2	"Private Sector - Director"	On-line	No	7	Saloon	22141	Automatic	Diesel		0.13980338541013865
1759	2164	20	Man	0	Student	Agency	Yes	2	Saloon	56087	Manual	Diesel		0.29548455204814938
1760	2165	77	Man	2	Unemployed	On-line	No	13	Sport	19214	Automatic	Petrol		0.45825313496708014
1761	2168	75	Man	1	Unemployed	Agency	Yes	6	Estate	31606	Automatic	Diesel		0.25199367026672204
1762	2169	39	Woman	2	Student	Agency	Yes	12	Saloon	22721	Manual	Petrol		0.017803383190947708
1763	2170	52	Woman	4+	"Private Sector - Director"	On-line	No	4	Sport	24905	Manual	Diesel		0.19979387326633635
1764	2171	57	Woman	4+	"Public Sector - Director"	On-line	No	9	Estate	28441	Automatic	Diesel		-0.055651916379052965
1765	2172	55	Man	0	"Public Sector - Manager"	Agency	No	18	Sport	23223	Manual	Petrol		0.55971019359774943
1766	2173	76	Man	0	"Public Sector - Employee"	On-line	No	11	Estate	17023	Automatic	Petrol		0.39266499966144114
1767	2174	67	Man	2	"Public Sector - Employee"	On-line	No	20	Sport	27118	Manual	Petrol		0.29837722777324077
1768	2175	57	Woman	2	"Public Sector - Manager"	Agency	No	19	Estate	22390	Automatic	Petrol		0.085116403506871066
1769	2176	26	Man	1	"Private Sector - Director"	Agency	No	8	Sport	24445	Automatic	Diesel		0.42166910813923952
1770	2177	72	Man	2	Independant	Agency	No	9	Sport	17584	Automatic	Diesel		0.26611169237662075
1771	2178	18	Man	1	"Public Sector - Employee"	Agency	No	0	Estate	21166	Automatic	Petrol		0.13103628079318119
1772	2180	56	Man	3	"Public Sector - Manager"	On-line	Yes	14	Sport	32836	Manual	Diesel		0.49966625657849334
1773	2181	50	Man	1	"Public Sector - Employee"	Agency	No	4	Sport	20873	Manual	Diesel		0.3212967316749592
1774	2182	75	Woman	1	"Private Sector - Director"	Agency	No	21	Estate	30337	Automatic	Diesel		0.1729212911709766
1775	2184	45	Man	2	Retired	On-line	Yes	4	Saloon	18260	Automatic	Diesel		0.11436276648044383
1776	2185	49	Woman	4+	"Private Sector - Employee"	Agency	No	14	Sport	34681	Automatic	Diesel		0.15701846658470478
1777	2186	52	Man	2	"Public Sector - Director"	Agency	Yes	15	Estate	25131	Automatic	Diesel		0.12319581955334014
1778	2187	56	Man	3	"Public Sector - Manager"	Agency	Yes	22	Estate	31377	Automatic	Petrol		0.2407644494170571
1779	2188	27	Woman	0	Student	Agency	Yes	7	Saloon	28302	Manual	Petrol		0.15948228706669559
1780	2189	43	Man	2	Student	On-line	No	21	Estate	18954	Manual	Diesel		0.15664950593361754
1781	2190	56	Woman	2	Retired	On-line	No	9	Saloon	27502	Automatic	Petrol		-0.059353875657841795
1782	2193	55	Man	1	"Private Sector - Manager"	Agency	Yes	17	Estate	17073	Automatic	Petrol		0.067720274814290604
1783	2195	47	Woman	4+	Student	Agency	No	20	Estate	23458	Automatic	Petrol		-0.033976580102945658
1784	2196	38	Man	3	Unemployed	On-line	Yes	4	Saloon	24629	Automatic	Diesel		0.22782862190517122
1785	2197	47	Man	0	Retired	Agency	Yes	4	Sport	20065	Manual	Diesel		0.47334650430878211
1786	2199	67	Woman	2	Unemployed	Agency	No	14	Estate	19730	Automatic	Diesel		0.036432393010003714
1787	2200	76	Man	0	"Public Sector - Employee"	Agency	No	6	Sport	40240	Manual	Diesel		0.65851073728377774
1788	2201	63	Man	2	"Private Sector - Manager"	On-line	No	16	Estate	25010	Manual	Petrol		0.10884234171693467
1789	2202	65	Woman	4+	"Private Sector - Employee"	Agency	No	21	Estate	40665	Automatic	Diesel		-0.051309949065138472
1790	2203	19	Man	1	"Private Sector - Employee"	Agency	No	1	Estate	24833	Automatic	Petrol		0.059389584290065148
1791	2204	47	Man	0	Government	Agency	No	7	Estate	37406	Manual	Diesel		0.30959132695509023
1792	2205	43	Woman	0	"Private Sector - Employee"	Agency	No	7	Estate	33029	Automatic	Petrol		-0.025702501820358256
1793	2206	43	Man	2	"Private Sector - Manager"	On-line	No	19	Estate	28605	Manual	Diesel		0.20258489133845409
1794	2207	50	Woman	4+	Retired	On-line	No	22	Estate	34854	Manual	Diesel		0.077662890113551208
1795	2209	23	Man	4+	Retired	Agency	No	5	Saloon	17008	Manual	Diesel		0.19642424963559491
1796	2210	56	Woman	1	Unemployed	Agency	No	19	Sport	19372	Manual	Diesel		0.22804050394537967
1797	2211	45	Man	2	"Public Sector - Director"	Agency	Yes	21	Estate	33209	Manual	Petrol		0.035883646203303948
1798	2212	70	Woman	0	"Public Sector - Director"	On-line	Yes	21	Sport	27266	Manual	Diesel		0.32143061387627642
1799	2214	75	Man	4+	"Public Sector - Manager"	On-line	No	22	Estate	28900	Manual	Diesel		0.43257381979606457
1800	2215	41	Man	1	Government	Agency	Yes	19	Estate	23708	Manual	Petrol		0.12659636778090105
1801	2216	74	Woman	4+	Student	On-line	No	3	Sport	26842	Automatic	Petrol		0.08057761885511637
1802	2217	38	Man	4+	"Private Sector - Employee"	Agency	No	20	Saloon	18948	Automatic	Diesel		0.17146241351192018
1803	2218	70	Man	2	Independant	Agency	Yes	19	Estate	21478	Manual	Petrol		0.077274876419616848
1804	2219	71	Woman	1	Student	Agency	Yes	21	Saloon	20839	Manual	Petrol		-0.061634646903462584
1805	2220	57	Woman	4+	"Private Sector - Employee"	Agency	Yes	10	Estate	20992	Automatic	Diesel		-0.079852887735995762
1806	2221	25	Man	0	Retired	On-line	No	7	Saloon	20208	Automatic	Diesel		0.37928414996596149
1807	2222	21	Man	1	Independant	Agency	No	3	Sport	32831	Automatic	Diesel		0.4058937433440874
1808	2224	35	Woman	0	"Public Sector - Employee"	On-line	No	17	Sport	25683	Automatic	Diesel		0.48354983603511359
1809	2226	37	Woman	4+	"Private Sector - Director"	Agency	Yes	12	Sport	22336	Automatic	Diesel		0.3051527033700554
1810	2227	69	Woman	4+	Retired	Agency	Yes	14	Estate	17967	Manual	Petrol		-0.085404716141378276
1811	2228	45	Woman	2	"Public Sector - Director"	Agency	No	7	Saloon	15374	Automatic	Diesel		-0.10744604964080635
1812	2229	73	Man	4+	Retired	On-line	Yes	5	Saloon	29355	Automatic	Petrol		0.055859428793246166
1813	2231	28	Woman	2	"Private Sector - Director"	On-line	Yes	10	Sport	21980	Manual	Petrol		0.17851202045470504
1814	2233	28	Woman	1	"Public Sector - Employee"	Agency	Yes	5	Estate	15393	Manual	Diesel		0.054016224289181118
1815	2234	24	Woman	2	Government	On-line	Yes	6	Saloon	29203	Manual	Diesel		0.11350006072252232
1816	2235	37	Man	4+	"Public Sector - Manager"	On-line	No	18	Saloon	20785	Automatic	Petrol		0.28860898216200626
1817	2236	18	Woman	4+	Retired	On-line	No	0	Sport	30147	Manual	Diesel		0.28695587611722095
1818	2237	63	Woman	2	Independant	Agency	No	21	Sport	24638	Automatic	Diesel		0.2344523672634285
1819	2238	49	Man	2	"Private Sector - Manager"	Agency	Yes	11	Estate	18093	Automatic	Diesel		0.14065275481231221
1820	2239	40	Man	4+	"Private Sector - Manager"	Agency	Yes	5	Sport	16827	Automatic	Diesel		0.3581586764064334
1821	2240	67	Woman	4+	"Private Sector - Manager"	Agency	No	22	Saloon	15646	Manual	Diesel		0.022316651004832905
1822	2241	27	Man	4+	"Public Sector - Employee"	Agency	Yes	9	Estate	19588	Manual	Diesel		0.22248000541072865
1823	2243	49	Woman	2	"Private Sector - Employee"	Agency	Yes	12	Estate	19311	Automatic	Diesel		-0.042956309651308047
1824	2244	51	Woman	0	"Public Sector - Manager"	Agency	No	13	Estate	19644	Manual	Diesel		0.31926702454759753
1825	2245	80	Man	4+	"Private Sector - Manager"	Agency	No	9	Saloon	11689	Automatic	Diesel		0.30935323619536764
1826	2246	52	Man	4+	Independant	Agency	No	11	Estate	25776	Automatic	Diesel		0.17682684928368719
1827	2247	19	Woman	1	Government	Agency	No	1	Estate	13046	Automatic	Petrol		-0.037318523068546078
1828	2249	47	Woman	4+	Retired	Agency	Yes	14	Estate	12803	Manual	Diesel		0.026268894591911986
1829	2250	50	Woman	4+	"Public Sector - Manager"	Agency	No	9	Estate	15302	Automatic	Diesel		0.099487123909428099
1830	2251	21	Man	4+	"Private Sector - Employee"	On-line	Yes	3	Sport	26063	Automatic	Diesel		0.33851127140093984
1831	2252	28	Woman	2	Student	Agency	No	5	Saloon	34112	Automatic	Diesel		0.083290812148127558
1832	2253	26	Man	4+	Independant	Agency	No	8	Saloon	24032	Automatic	Petrol		0.13265577632996617
1833	2254	64	Man	4+	"Public Sector - Manager"	Agency	No	4	Estate	19954	Manual	Diesel		0.2455584430931449
1834	2255	70	Man	4+	Government	On-line	No	19	Estate	24734	Manual	Diesel		0.20112223329181955
1835	2256	52	Man	2	Independant	Agency	Yes	3	Estate	31094	Automatic	Diesel		0.14646188544391558
1836	2257	62	Man	0	Independant	Agency	No	18	Estate	23490	Automatic	Diesel		0.34097592530004117
1837	2258	68	Man	1	Independant	Agency	No	5	Saloon	13493	Automatic	Diesel		0.086773015334887071
1838	2259	71	Man	2	Student	On-line	No	9	Saloon	17497	Manual	Diesel		0.089038776267133024
1839	2260	33	Man	2	Unemployed	Agency	Yes	9	Sport	45230	Manual	Petrol		0.23699317991189578
1840	2261	40	Man	2	Unemployed	Agency	No	11	Estate	41019	Manual	Diesel		0.21874327675416161
1841	2262	53	Woman	4+	Retired	Agency	No	10	Estate	19713	Manual	Diesel		0.0059929525183281124
1842	2264	43	Man	0	"Public Sector - Manager"	Agency	No	12	Sport	12610	Automatic	Diesel		0.58796506667438886
1843	2265	19	Man	3	Retired	Agency	No	1	Saloon	14358	Automatic	Petrol		0.10039019778508372
1844	2267	22	Man	2	"Private Sector - Manager"	Agency	Yes	4	Sport	23859	Automatic	Diesel		0.41748124083924298
1845	2268	21	Man	2	"Private Sector - Employee"	Agency	Yes	3	Estate	30113	Automatic	Diesel		0.1598624175601665
1846	2269	46	Man	4+	Unemployed	On-line	Yes	20	Sport	25512	Automatic	Diesel		0.40060957484202209
1847	2270	52	Woman	2	Student	Agency	Yes	11	Estate	57185	Manual	Diesel		-0.053735476081203618
1848	2271	43	Woman	1	"Public Sector - Manager"	Agency	Yes	4	Estate	24299	Automatic	Petrol		0.020355488304731773
1849	2272	56	Woman	2	Retired	Agency	No	6	Estate	50498	Automatic	Diesel		-0.065972042117333138
1850	2273	86	Man	1	"Public Sector - Director"	Agency	Yes	11	Sport	41740	Manual	Diesel		0.42034327963872703
1851	2274	74	Man	2	Unemployed	Agency	No	6	Estate	28080	Automatic	Petrol		0.059207104112148218
1852	2275	78	Woman	0	Unemployed	Agency	No	13	Saloon	19714	Automatic	Diesel		0.39349104272507596
1853	2276	52	Woman	1	"Public Sector - Manager"	Agency	No	13	Sport	19454	Automatic	Petrol		0.24572280569581822
1854	2277	65	Man	4+	Student	Agency	No	22	Saloon	26999	Automatic	Diesel		0.20486581827140748
1855	2278	72	Woman	1	Independant	On-line	No	9	Saloon	18425	Automatic	Diesel		-0.049877431170961481
1856	2279	68	Woman	1	"Public Sector - Manager"	Agency	No	14	Estate	19072	Automatic	Petrol		0.054951156718341568
1857	2280	53	Man	2	Retired	Agency	No	10	Estate	28420	Manual	Petrol		0.080289972243828375
1858	2282	21	Woman	2	Unemployed	Agency	Yes	3	Saloon	20080	Manual	Petrol		-0.010598165669914568
1859	2284	24	Man	1	Government	Agency	Yes	3	Estate	24458	Automatic	Diesel		0.23903948038989642
1860	2285	48	Woman	4+	Government	On-line	No	4	Saloon	41381	Automatic	Petrol		-0.10915473856929568
1861	2286	49	Man	1	"Private Sector - Director"	Agency	Yes	16	Saloon	34535	Automatic	Diesel		0.20853758548351131
1862	2287	47	Man	0	Government	Agency	No	12	Sport	32018	Automatic	Diesel		0.5419192909280347
1863	2288	55	Woman	4+	"Private Sector - Director"	Agency	No	14	Estate	31150	Automatic	Petrol		-0.023871160486808346
1864	2290	27	Man	4+	Retired	Agency	No	9	Sport	18954	Automatic	Petrol		0.30255216163510107
1865	2291	40	Man	4+	"Public Sector - Employee"	Agency	Yes	3	Estate	29100	Automatic	Diesel		0.23243047537390349
1866	2292	38	Man	1	"Private Sector - Manager"	Agency	No	7	Sport	38300	Manual	Diesel		0.3934819337208697
1867	2293	26	Woman	1	Unemployed	Agency	No	5	Saloon	39296	Automatic	Diesel		0.079671634920624373
1868	2294	18	Man	0	"Public Sector - Director"	Agency	Yes	0	Sport	29812	Manual	Petrol		0.39706720108915711
1869	2295	69	Woman	3	Independant	Agency	No	17	Sport	24898	Manual	Diesel		0.22553976343080462
1870	2296	52	Woman	2	Retired	Agency	No	3	Saloon	24649	Manual	Petrol		-0.075533651560265452
1871	2297	70	Man	0	"Public Sector - Employee"	Agency	No	14	Estate	23971	Automatic	Diesel		0.34581181970428337
1872	2298	41	Man	2	"Public Sector - Director"	On-line	No	14	Estate	28158	Manual	Diesel		0.14044117685593804
1873	2299	65	Man	1	Unemployed	Agency	No	10	Sport	29439	Automatic	Diesel		0.34150065517078043
1874	2300	52	Man	4+	"Private Sector - Manager"	Agency	No	17	Sport	20968	Manual	Petrol		0.27861067818129814
1875	2301	21	Woman	2	Independant	Agency	No	3	Estate	45560	Automatic	Diesel		0.0050950812161490722
1876	2303	29	Woman	4+	"Public Sector - Employee"	On-line	Yes	11	Saloon	16003	Automatic	Diesel		0.078989258494168144
1877	2304	68	Man	2	"Public Sector - Employee"	On-line	No	10	Saloon	23494	Automatic	Diesel		0.14909775545904375
1878	2305	22	Woman	1	"Public Sector - Employee"	On-line	No	4	Sport	22746	Manual	Diesel		0.27454957121323564
1879	2306	79	Man	2	"Private Sector - Director"	Agency	No	17	Estate	23627	Automatic	Diesel		0.39854269175201612
1880	2307	52	Man	4+	"Public Sector - Director"	Agency	Yes	16	Estate	31602	Manual	Diesel		0.1246734206494706
1881	2308	77	Man	0	Unemployed	Agency	No	17	Estate	27704	Automatic	Diesel		0.57064140290442844
1882	2309	54	Woman	2	Government	On-line	No	13	Sport	10368	Automatic	Diesel		0.1992816813558817
1883	2310	36	Woman	2	"Private Sector - Employee"	Agency	No	4	Estate	15901	Automatic	Diesel		-0.043462734090483027
